,Name,Star,Location,Date,Title,Review
610,Charlie,1.0,the United States ,"November 15, 2019",Don’t Waste Your Money,VERY poor qualityCan see thru shirt material
611,Iris,1.0,the United States ,"February 21, 2019",Perfect fit,My 5 year old is in luv with each top.  Great birthday gift.
612,Trill38,1.0,the United States ,"December 31, 2019",small,too small
613,Alexis,2.0,the United States ,"January 7, 2022",Narrower than average,My daughter is a petite 3T. I ordered this as a 3T expecting it to fit like most 3T shirts. It's narrow in the body of the shirt. I would recommend ordering a size up if you want it to last for more than a month.
614,Frank Speaker,2.0,the United States ,"December 20, 2021",Neck is bad on all three shirts.,"Unfortunately they cheaped out w/ the neck.  After only 1 wash (cold wash, low dry) all three necklines are wavy.  A bad neck ruins the appearance of any top you wear."
615,liza,2.0,the United States ,"August 19, 2021",The washing instructions are in Spanish!,The washing instructions in Spanish. The shirts were stuck together where the decorations are. These are a gift. Will they stick when put in g th he dryer?
616,Steph,2.0,the United States ,"April 21, 2021",Stretched,They are ok for the money but my big complaint would be that the collars are already stretched out after a month and you almost have to iron them everytime they are out of the wash
617,Caroline,2.0,the United States ,"March 24, 2021",Don’t buy to wear in public. Playtime at home is great.,"Unless you’re looking for shirts for your toddler to play in the dirt at home, don’t buy. I use these to play in the garden but to embarrassed to send her to daycare in theses."
618,Surbhi,2.0,the United States ,"August 18, 2020",Disappointed,I brought this set for the one with bag on side. My daughter liked it but that has hole on one arm. Disappointed.
619,Charles Bartelt,2.0,the United States ,"February 24, 2021",Shrinks a lot.,Wash on cold always but shrink like crazy.  Get one size up.
620,Shirley B.,2.0,the United States ,"April 13, 2021",Did not withstand first wash,After first wash the neck became wrinkly and inside out.
621,Dowdowdowcorona,2.0,the United States ,"November 9, 2020",Very thin,"Love the design and color, good price.  Although material is rather thin."
622,maryann  bell,2.0,the United States ,"March 5, 2021",need to return,need to return  to small
623,Evangelos,3.0,the United States ,"November 10, 2022",Different sizes,"I like them but I have to return them, all 3 were different lengths and too large"
624,Pennypincher,3.0,the United States ,"August 4, 2022",Price okay,I never saw items.  Ordered and sent as gift.  Child didn’t like designs but fit and fabric were good.
625,B,3.0,the United States ,"November 5, 2021",Small head holes,"I bought this set of shirts (size 2T) for my tall 18 month old. While she's big for her age, these shirts are still pretty small on her. She's on the skinny side and these shirts would probably be too small if she was average weight or a little rounder. The biggest issue is that the type of fabric doesn't allow any stretch and subsequently, the tiny head holes make it very hard to get over my daughter's head. I won't be buying these again. They look cute, but they're cheap - I guess you get what you pay for."
626,Amazon Customer,3.0,the United States ,"May 10, 2022",It’s okay,I like the colors
627,Tracy Lowery,3.0,the United States ,"December 3, 2021",Cute shirts but not pleased after washing.,The shirts are very cute and granddaughter likes the feel. Was disappointed after washing in that the neckline was trying to roll and looked almost stretched out. Had to iron the shirt to make neckline look as though it should.
628,LibraSense,3.0,the United States ,"January 7, 2022",Fit is smaller than the aver,Fit is smaller than expected. Would size up on Carters Simple Joy's tops.
629,Tischa,3.0,the United States ,"January 22, 2022",Runs small,Shirts run small so size up.
630,Jessica Cortez,3.0,the United States ,"September 25, 2020",Not For Chunky Monkeys,"I bought the 3T size for my 2T granddaughter and the arms on these shirts are too skinny. She is not very chubby in her arms, and most 2T basic cotton short and long sleeved shirts fit just fine. Both she and I are frustrated with these shirts. And since she is my best friend, of COURSE I have to defend her and let others know - not the best shirts for little chunky monkeys. 😊"
631,B,3.0,the United States ,"October 8, 2021",After washing them the shrink a lot,After the first wash they shrink a lot
632,Elizabeth Haddad,3.0,the United States ,"September 24, 2020",Long and Skinny,"My daughter is very skinny (under 10th percentile) and these shirts are tight and long. Almost like a fitted tunic. They are cute and there’s nothing wrong with the quality, but I wouldn’t buy them again. In my opinion, it’s almost impossible to find clothes that aren’t “flattering” to a toddler. But these are just weird to me."
633,Amazon Customer,4.0,the United States ,"November 19, 2022",Very nice long sleeve Tees,I would have rated this a 5 star but the pink kitty Long Sleeve Tee was stained on the back in one place & I cannot get it out.  It's sort of a rust colored stain that goes all the way through the material.  Very discouraging as now I have to try to figure out what to put on the back to cover it.  Otherwise it would have been good for our grand daughter to wear to school.
634,Candelina,4.0,the United States ,"March 9, 2022",Cute shirts!,"The shirts are a little bit difficult to get over my daughter's head, but they are cute. She loves the one with the fake velcro purse."
635,Jamet dunn,4.0,the United States ,"January 13, 2022",Need bigger size,Need size 6
636,mollydog,4.0,the United States ,"November 15, 2020",Great winter wear.,"These shirts are worn by my 3-year old granddaughter.  They maintain their shape, color and fit; minimum shrinkage.  Great to wear with her leggings.  I was expecting them to have a longer tail but that was only a minor disappointment."
637,Ingrid R.,4.0,the United States ,"October 10, 2020",Not very soft,"The fabric isn’t as soft as I expected. They run a little big, I bought these on size 2T (and the 3T shirts that I got from Carters are smaller) Doughter is 34.6” , 31 pounds"
638,BANANABAT,4.0,the United States ,"October 14, 2020",HUGE!,SO BIG! I got 4t and it fits more like a 6t. Wow. Going to keep it because she will eventually fit into it but I’m kind of annoyed. The quality is good though.
639,Rebecca,4.0,the United States ,"April 11, 2021",Nice material and 3 for about the price of 1,"Great product for the price. Thick material and great deal, sooo cute on my granddaughter."
640,Thea,4.0,the United States ,"October 27, 2019",Fit as expected for Average to thinner child,The quality is fine being that it is Carters. Material isn't necessarily soft but comfy enough. There isn't much of a stretch in the fabric. The shirts were just roomy enough around the chest and tummy not to be restrictive for my almost 2 year old and the length was great.
641,damaris d guerra,4.0,the United States ,"December 17, 2019",Beautiful designs,The design was really pretty but the shirts had a smoky smell to them. My daughter wear a size 2t but I got their these ones so they can last them until next year that’s why the size was a bit big on her
642,Amazon Customer,4.0,the United States ,"January 12, 2021",Fitting,My baby is small so it is a little big
643,"Mona Collier, MsPsy",5.0,the United States ,"December 9, 2022",Perfect for my Granddaughter,Excellent quality and versatility of wear.  Perfect for everyday or dress them up with a cute vest.
644,Amazon Customer,5.0,the United States ,"December 15, 2022",Great value,Very comfortable and pretty
645,Linda P.,5.0,the United States ,"December 11, 2022",N/A,N/A
646,Nelson Vethencourt,5.0,the United States ,"December 9, 2022",Hemoso,La calidad
647,Sarah,5.0,the United States ,"November 19, 2022",Perfect for my daughter,These shirts are in constant rotation for my little girl. SHe loves the prints and they're extremely comfy.
648,Joseph Roman,5.0,the United States ,"November 29, 2022",Shirts,They are okay
649, hood,5.0,the United States ,"November 17, 2022","Beautiful, great price",Fit perfectly and very well made an very cute
650,Alberto Arboleda Jiménez,5.0,the United States ,"November 16, 2022",Buena prenda,Un regalo súper bueno
651,Marcia Clarke,5.0,the United States ,"November 4, 2022",Very good fit,Did not dislike anything. Sleepwear
652,hanna,5.0,the United States ,"October 23, 2022",Well made,"True to size, well made. Images held up after washing. Comfortable"
653,Rachel R,1.0,the United States ,"October 11, 2022",Way too large. Sizing completely wrong!,"I attached a picture of this underwear (blue) underneath a pair of underwear my 8 year old wears. I bought these for my almost 5 year old. I trusted the brand because I have older underwear that's the same size and they fit her great, and we need more. I think I'm going to have to return these because there's no way my 5 year old will fit into these any time soon. (My 8 year old totally tried these on and said the waist fits great but there tight around the legs, so maybe don't buy them for an 8 year old either.)"
654,Theresa A. Bivaletz,1.0,the United States ,"November 20, 2022",Runs way big,These run so big! The sizing is way off. My 2 year old won’t be able to wear these till she’s at least 4. And they have little stretch so they don’t seem like they would be comfy. This is surprising for Hanes.
655,KG,1.0,the United States ,"November 9, 2022",These underwear are enormous,These are easily an entire inch wider when laid flat than at least three other brands we have in the same size. So big we can't use them and we'll have to save them later.
656,Lauren Rhodes Willie,1.0,the United States ,"October 15, 2022",Wasted Waistband,"We bought these big girl undies for our daughter for her birthday in July. In September, this is what the waistband looked like. The elastic is completely shot after only a few wears. Out of a pack of 10 MAYBE 3 held their shape. What a waste of money"
657,Amazon Customer,1.0,the United States ,"October 13, 2022",Cheap material,These panties are so cheaply made. Did t even come with elastics in the waistband. It fits like an unflattering shorts on my daughter. The fabric is also very cheap and stiff.
658,Alex Landar,1.0,the United States ,"November 5, 2022",Wrong description/ Wrong sizes,The size chart on Amazon pic doesn’t correspond with the size chart on the actual box of the product.
659,Jana,1.0,the United States ,"October 11, 2022",Too big,I bought 2-3T and they are way too big. I wish hadn’t washed them prior to trying them on my child since I cannot return them anymore now.
660,KN Mikl,1.0,the United States ,"September 13, 2022",Don’t buy. Floppy at the waist and no elastic band,No elastic band or any stretch… These slide right off my daughter. Do not waste your money!
661,Elena Shahnaian,1.0,the United States ,"June 30, 2022",Fit is not designed for toddlers,"Ordered these for my 5 year old and after washing them before wearing, they shrank. The cut is not designed for toddlers as it cuts into her bum with her cheeks exposed. Wish I was able to return them."
662,Firelei,1.0,the United States ,"August 17, 2022",los volví a comprar y fueron una basura viejos,Los primeros geniales a la segunda ves compré dos y fueron una tremenda basura estaban viejos y amarillos
663,Amazon Customer,2.0,the United States ,"November 21, 2022",Good fit but damaged seams,"The underwear are soft and thin, a great step-up from the training underwear. My daughter is almost 4 and just started wearing 5T/XS garments and the underwear looked like they would fit similarly to her 5T/XS clothes. Sadly when opening the package, I noticed that the many of the seams of the pairs of underwear were fraying and breaking and must be returned. The packaging tape was help as removing it actively tore the seams more. I wish my daughter got the chance to actually try wearing these as she was very excited upon seeing them.For those buying these for a child who wears 4T, they may be a bit large because of the type of waistband used on these is less stretchy."
664,GlamourNmetal,2.0,the United States ,"November 12, 2022",Sizing difference,"On the listing says the 2T-3T is 20-27 pounds.  The package says 28-33 pounds.  The listing is WAY off in giving the sizing details, and the waist listed on the webpage is 19 inches. The package lists it as 21 inches.Even the 4T-5T is whacky.  The listing says 28-38 pounds and the waist is listed at 22 inches. This is wrong, as the package says 34-38 pounds. The waist is correct at 22 inches."
665,Stephanie,2.0,the United States ,"December 9, 2022",Runs very large,"I ordered the 2T-3T, they are way too big for my daughter who wears 3T."
666,Jenny Blensly,2.0,the United States ,"December 6, 2022",Low quality,These are thin and cheap. Great to throw away but not what I was expecting.
667,danimal,2.0,the United States ,"June 20, 2022",The seams have come undone after 2 washes,"I bought these for my 4 year old—they are comfy for her and fit nice, but that is moot because half of the pairs have lost their waist seam stitching, exposing the elastic, which is very uncomfortable, so they are essentially useless. This was after 2 washes. Disappointing."
668,James Yeo,2.0,the United States ,"April 23, 2022",Terrible quality elastic band,After the first wash all the elastic bands are no longer stretchy. Underwear just falls right off because the elasticity is completely gone. I'm going to request a refund but I'm not sure if I will be able to get one since I washed all of them before putting them on my child.
669,dave3064,2.0,the United States ,"October 14, 2021",Product received was different than that advertised.,"I did receive girls 4t/5t briefs, which is what I ordered. However, the colors and patterns were completely different than that shown in the picture. In the grand scheme of things, it’s not that big of a deal I suppose. Either way, I was super annoyed because I wasted so much time finding the “cutest” ones on Amazon, and I received ugly rainbows and hearts crap."
670,Kait A.,2.0,the United States ,"April 9, 2022",Sizing is incorrect.,2t-3t fits more like a 4t. Way too big. Not much elasticity in the waist
671,joe,2.0,the United States ,"December 26, 2021",Keep falling down. No elastic,These would probably be good for a larger child but for an average size child these are way too big. There’s no elastic to keep them on the waist. They just keep falling down.
672,Mrs O.,2.0,the United States ,"March 12, 2022",Waist is too large,The waist is too large and has no elastic.
673,Amazon Customer,3.0,the United States ,"November 21, 2022","Cute, but way too big","These are way too big. I bought these when my daughter turned 2. Her other underwear the same size fits great, but these wouldn’t stay on her waist at all. I bought 2T-3T. She is 2 years 6 months and they are still too big."
674,texas customer,3.0,the United States ,"September 13, 2022",Good quality but not excellent,"Purchased for elastic free underwear because the elastics were leaving marks on our girls and they eventually come loose into elastic strings. These are ok quality, they fit very low like hip huggers which my 4 year old doesn’t seem to mind and May even prefer, HOWEVER they are definitely sewn crooked and the crotch is slightly to one side. it’s isn’t noticeable while being worn and my daughter hasn’t complained of them being uncomfortable but because of this we will not be ordering any more of these."
675,stickers101,3.0,the United States ,"August 25, 2022",Good quality but a little big,"Having trouble finding the right size for a 5year old. Tried the regular Hanes kids 5 first and they were too too big, so tried these “toddler 4-5” without noticing that the reviews actually suggest sizing down! (Oddly, we had 4t Hanes from a previous child and they are considerably smaller than this current version.) ordered a 2-3 and will see how those fit next. Disappointing."
676,ayk456,3.0,the United States ,"September 22, 2022",Just ok,The underwears were just OK. The cloth was very thin and the elastic did not look that good.
677,Rainey,3.0,the United States ,"September 23, 2022",Little bigger than expected.,"Super cute, a little bigger than I needed them to be."
678,Michaela sparks,3.0,the United States ,"September 11, 2022",Big,I bought these for my 2T size daughter & they definitely fit more like 4T or 5T.
679,Lynn M.,3.0,the United States ,"June 2, 2022",2-3T size is equivalent to 4T!,"I bought these underwear for my new 3-year-old because they don't have exposed elastic. The quality is pretty good. I was surprised that the pair that was white with flowers and butterflies looked grungy (it's actually off-white in color, so that's why). These 2T-3T underwear fit pretty large for my 3T girl. They don't fit her great but stay up. She likes the colors, and they wash nicely (I wash cold and dry regular). They just fit kind of weird. The fit seems to be improving after 2.5 months, either because she's growing (likely) or they've shrunk a tiny bit. Edit: By the time my daughter was wearing 4T pants, these underwear (2T-3T size) fit pretty well."
680,Bcc,3.0,the United States ,"August 15, 2022",Too big,"2T/3T were too big, they shrunk very little after washing. I've bought other brands in same size that fit perfectly with enough elasticity to grow into them"
681,Brittany,3.0,the United States ,"August 18, 2022",Sizing chart in product photos don’t match actual size on package.,Product size too large. Doesn’t match description. Weight on package is 28-33 lbs for 2T/3T. Image in descriptions said 20-27.
682,Kadoodle,3.0,the United States ,"August 15, 2022",About as expected,"These are made from a pretty cheap feeling fabric, but they serve their purpose."
683,Rebecca ,4.0,the United States ,"December 8, 2022",“Comfy underwear”,"My mostly potty-trained daughter chooses these underwear over another brand I bought at the same time because she calls them her “comfy underwear.” It says a lot because the other underwear are “Frozen” and she loves Elsa and everything Frozen. The only issue is that somehow the waistband gets stretched out sometimes, which just may be something she is doing and not the fault of the underwear."
684,Patrick FF,4.0,the United States ,"November 11, 2022",Runs large,These are nice but they run large. Not a huge issue - will save them for when she's bigger!
685,Cady Holmes,4.0,the United States ,"September 8, 2022",Run a little big,These are nice cotton undies but the 2t size are big. Other 2t undies we have (regular character undies) fit good. These ones fall off our daughters butt. She'll grow into them but for now are tucked in a drawer.
686,Seth S.,4.0,the United States ,"July 8, 2022",Fits big and with no waist band to hold them up.,Soft material but no waist band. I had to go to target and buy the same size in a type with an elastic waist band.
687,Thelindz123,4.0,the United States ,"June 28, 2022",Runs big,Super soft and nice we got the 2t/3t though and they fit my 5 year old
688,H.A,4.0,the United States ,"July 11, 2022",Good,Good product but too large.
689,Eugenia Ko,4.0,the United States ,"April 24, 2022",Great colors but no elastic band,"My daughter wanted purple underwear so it worked out great. However, the band has no elastic so it gets very baggy and large as the day goes on."
690,Lauren Hankins,4.0,the United States ,"June 5, 2022",Does the job,The girls seemed to like them
691,Jack Bowers,4.0,the United States ,"December 14, 2021",Too big for thin 2T,"Really cute and seem like good quality, but for my little girl who is in the 40 percentile they are too big-literally fall off of her."
692,Maribel,4.0,the United States ,"February 3, 2022",Runs slightly big but soft and comfy.,"Runs a bit large so may be great if your kid is husky. Will be way too loose if your kid is very slim. My kid is medium build and fits more like a size 5/6, not a size 4/5, but close enough to grow into in a few months. Very soft. We will keep."
693,Tee Dawn,5.0,the United States ,"November 13, 2022",Stretchy and true to size,My daughter is in the taller side of 3t so some 3t things run a little small. I was skeptical to get the 2t/3t because of this issue but I am very impressed. Great fit with just enough room left over. Very comfortable and not digging into my baby’s skin.
694,jackie,5.0,the United States ,"December 10, 2022",Great for the price,True to size. Cute stretchy.
695,Angelica Bare,5.0,the United States ,"November 16, 2022",Corresponde,"A mi niña de 3 años le quedaron un poquito holgados, es que ella es muy delgada pero bien el paquete"
696,Pam,5.0,the United States ,"November 2, 2022",Fit my slim 2.5yr old perfectly,"These are exactly as expected… thin, comfortable underwear with cute, but not obnoxious, designs.  My 2.5yr old is tall and lean and these fit her just fine around the waist/legs!"
697,Katelyn,5.0,the United States ,"October 29, 2022",So cute,Comfy for the little one
698,Edna S Blue,5.0,the United States ,"October 19, 2022",Delivered on time as expected,Merchandise was used to stock clothes closet for early elementary school students (k—2 grades)
699,Carolanne Maria,5.0,the United States ,"August 22, 2022",These are the best toddler girl undies!,"Simply the best. Best soft material, entirely cotton. I absolutely cannot stand the character underwear that have the tight stitching around the waist and thighs. These don’t have that! They are so cozy for my girl and they fit true to size"
700,Bret,5.0,the United States ,"July 4, 2022",Comfy,"I like these undies- they’re comfy and the elastic isn’t tight and they’re cheap because let’s be real, small people have some gross accidents that I’d rather not clean… they are a little large (2/3 fits for a 3yo) but they stay on her bottom so I see it as just very comfy and easy to learn how to get them off &on. We’ve also tried carters and a Disney undies. I prefer these Hanes."
701,Amanda t,5.0,the United States ,"July 13, 2022",Great undies,Great undies for toddlers. Don’t have the annoying elastic that is uncomfortable. Soft and wash well.
702,mitch,5.0,the United States ,"July 31, 2022",Fit good,Good
703,LeeNadine,1.0,the United States ,"December 12, 2022",Sent two pairs of black not a black and a blue wash pair.,"The jeans themselves are actually fine, My 20 month old wears 3T and they fit quite well, so probably a little small for an actual 3 yr old. I ordered a blue wash and black 2 pack and received 2 black pairs which is not what i wanted. I have given a 1 star review because I now would have to go return them and its a lot of hassle and a long drive to get the correct items. Had they been th e correct items I would have given a 3/4 start review as they seem decent quality, nice stretch and she seems comfortable in them but is only 1.5yrs old."
704,Andrea,1.0,the United States ,"November 3, 2022",Way too small,"The tag says 4t but the jeans did not fit my daughter at all. I wonder if the size is mislabeled. They hit at capri length and they were tight in the waist when normally my daughter is swimming in 4T and she has to have the waist adjusted on all jeans. She is medium height and thin for her age, she wears a 2T-3T shorts but need 4T jeans for length."
705,Ashley,1.0,the United States ,"October 9, 2022",Aweful fabric,Upon opening the package i hated these just from the feel of the fabric. You’d want something smooth or soft for yourself but for your baby it’s even more important that the fabric is of good quality which this is not! I can only imagine how irritated I’d be wearing these pants so I refuse to put them on my daughter. They also seem shorter than other pants I purchased in this size for her and these have a wider leg. I ended up buying some pants from target that are much softer and honestly look better!
706,Amazon Customer,1.0,the United States ,"November 13, 2022",***Not skinny jeans,"Ordered specifically because it says “skinny Jean”. All my girls are long and skinny. I need “skinny” fit to ensure they actually fit them. These are straight leg pants not skinnies, and my daughter swims in them."
707,Dana Prewitt,1.0,the United States ,"November 25, 2022",NOT skinny jeans,I bought these for my baby’s Christmas and they’re so big and baggy. Definitely far from skinny jeans. Not to mention they look horrible and quality isn’t good.
708,Anonymous Dogooder,1.0,the United States ,"June 30, 2022",TOO SMALL. Doesn't fit based on their size chart AT ALL.,"Far too small and tight even going off their size chart and by weight too. In fact my daughter should have had room to grow yet, but these run a size too small even based on their OWN size chart. Reviews that day these run too small are being honest."
709,george king,1.0,the United States ,"October 16, 2022",Only got one pair of pant not the two,"Only got half of what was promised, inside package was opened"
710,Michaela Summy,1.0,the United States ,"November 24, 2021",Made cheaply tears up first wash,"Ripped the very first time they was washed. Too big on my daughter when bought for her bday. She just now almost fit into them. Wore them once for a few hrs. I went to do laundry and first time washed, they’re destroyed and ripped. So beyond upset. What a rip off. I’ve never had this happen, even with dollar general pants"
711,Tania,1.0,the United States ,"May 10, 2021",Not True to size...12-24month is 3-6 months,"The media could not be loaded.
                



 Not true in size trust me I know as I have 7 kids and 4 Grandkids if you order a size 12-18 months buy bigger like 5-6 toddler for a 1 Year old child."
712,Marsha Fullins,1.0,the United States ,"December 8, 2021",can you help me?,this doesn't make sense to me I just want what I paid my money for
713,C Goswick,2.0,the United States ,"October 27, 2022",Different Size Received,"The product is good, however I ordered the 18-24 month size and received the 12-18 month size.  While it does fit my daughter right now, it will not for the rest of winter as she is slowly transitioning from 18 months to 24 months in clothing sizes."
714,ChelsA,2.0,the United States ,"March 1, 2022",Not skinny,"They don’t fit like skinny’s at all was so bummed, kinda wide honestly"
715,Krystle Smith,2.0,the United States ,"March 2, 2022",Runs big,3T is more like a 4t. Definitely bigger than expected.
716,Elizabeth C,2.0,the United States ,"February 24, 2021","Baggy, not skinny jeans. Color not like picture","Way more blue than the photo, not skinny jeans. Looks more like boys pants on my 18 month old daughter. I like the adjustable waist but they are just way too baggy"
717,Pim,2.0,the United States ,"July 30, 2019",Item runs small.,I received all 3 pants in the same shade. I could not choose the color and assumed they would send different colors. Wrong. The pants run very small and my 2 1/2 year old won't be able to wear these when she needs to in the Fall.  Very upsetting. I should have just sent them all back but I had given a pair to the child's mother to try on and never got them back.
718,Emily,2.0,the United States ,"October 4, 2020",Choking hazard,Rivet from the pocket area fell off during their very first wear. I had to fish it out of my baby’s mouth. Dangerous for baby!
719,ES,2.0,the United States ,"April 25, 2020",Funky waist,"The fit in the legs were great, but up at the waist, the fit was off. My girls didn't like where the top of the pants hit, so we returned the pants."
720,Daydayra,2.0,the United States ,"February 7, 2021",Stiff,"Kind of stiff. Not good for a baby, toddler."
721,Shaun,2.0,the United States ,"October 28, 2019",Cute but too short,"Cute, but too short for our girl. These would be good for shorter children."
722,Jay,2.0,the United States ,"March 18, 2021",High Waters,My child is 24 months and pants were high waters on her.
723,Tina A.,3.0,the United States ,"November 16, 2022",A little off,"After 3 times of trying to get these to a perfect fit for my daughter, the 3T were the ones I almost had decided on. Tried the 4T because she is 4 years old, way too big. She is 38"" tall and weighs 31.6 lbs. so, I exchanged them for a 2T, and these were way too little so exchanged those for a 3T. They sort of fit except when she sat down on the floor, the bottoms of the legs rose up and made them a little like high watered pants. The crotch area was really low and so were the pants pockets. It all didn't seem to stay in the right place like it should have showing that in some places they fit and other places it didn't. Decent material which was good but I could tell it was honestly poorly made."
724,Marilyn  DAlessandro,3.0,the United States ,"December 7, 2022",Picture does not depict what is actually sent ….,"Just received these jeans and am so disappointed ……picture depicts a black pair and a blue pair …but that was NOT received…it’s deceiving to show a pair of each color and then only send me black….I wanted BOTH as the picture that was shown….they seem nice, but I NEEDED BOTH COLORS….advertisement needs to be corrected and specified especially the picture of the items"
725,Connie Mcclain,3.0,the United States ,"December 7, 2022",Multi packs are all one color misleading pictures,If purchasing multi pack be aware they will all be the same color.  Other than that good material seems like they will last haven’t washed them yet don’t know if they shrink.
726,Amazon Customer,3.0,the United States ,"October 29, 2022",Low rise for babies,"Good quality, adjustable on the interior, snap closure. But i have a small baby and (not chunky) and these fit like low rise jeans. Also they’re slightly short. I prefer high waisted pants to keep her tummy warm and not exposed in winter."
727,GAboy60,3.0,the United States ,"September 30, 2022","Okay, sort of.","Material quality is good and fairly priced. The sizing is inconsistent, especially the length."
728,Daniela Rojas Klauer,3.0,the United States ,"April 12, 2022",Ajustados,Mi bebé tiene 11 meses y le compré talla 2T pensando que le quedaría en unos meses pero ya le entran y un poco ajustados.
729,Vanessa S.,3.0,the United States ,"April 30, 2022",Good But…. Some advice….,When your washing it and drying it make sure to have the leg sleeves out…. Or expect major wrinkles…
730,Karen M,3.0,the United States ,"January 26, 2021",Fit is loose for this size,"First as other reviewers have mentioned these are more of a straight leg than a true skinny jean cut. I have found them to be too big for my toddler in spite of tightening the adjustable waist on both sides. They still just slide down her waist and sag. Hard to tell wit little ones how well they will stay in place when they start moving around like they do, and by the time the sagging started the tags were gone so I couldn’t return."
731,moto682003,3.0,the United States ,"April 4, 2020",They are nice but not what I was expecting,"I got these for my two year old knowing a 2t would be big width wise but they have the adjustment band so that helps alot. She is tall and really skinny. Jeans are nice quality and cute, however they really aren't skinnies. I knew they would be wise in the legs on her, most pants are but these aren't even cut in the typical skinny jeans that I normally get her. They are more of a bootcut or straight leg. The ankles are the same size as the thighs, generally for skinnies they should get smaller fro. The thigh to the ankle. Im going to keep them because they are still nice, just not what is advertised"
732,Jessica Patrick,3.0,the United States ,"January 11, 2021",Cute but uncomfortable and daughter won't wear,I love how they look but unfortunately my almost 2 year old daughter refuses to wear them. Idk if it's scratchy on her skin or just hard to move around bc there isn't much stretch. Pretty bummed bc they are adorable but she will not wear them I have to change her to stretchy leggings.
733,L O’Klocks,4.0,the United States ,"October 15, 2022","Super cute, trendy, well made jeans for an active toddler","Love this brand. And great value for the price. Higher quality, great features like adjustable wasteband. However I find that this brand runs a little large. However with that being said my toddler tends to have long skinny legs. But that’s OK with me, there’s definitely growing room."
734,Jordan,4.0,the United States ,"October 10, 2022","Cute, but too small","I ordered the blue wash skinny jeans in size 3G for my niece who was about to turn 3 years old. She is an average sized toddler, but these were definitely too small. I would recommend buying one size up. I think the 4T would have fit."
735,Denisha,4.0,the United States ,"August 24, 2022",It fits a bit smaller compaired to other items.,It is a small fit so I recommend you size up for longer use.
736,Amazon Customer,4.0,the United States ,"July 28, 2021",2T fits a skinny 25 mo old & they’re Bootcut not Skinny,"These are advertised for girls (who knows why) but I bought them for my son. He is a very skinny 25 month old. We ordered 2T. As you can see in the picture, they are a tad big but I think they fit perfect. They are NOT skinny jeans. They are straight leg/boot cut. But they were so cheap & still look good so I dont care."
737,JC Canido,4.0,the United States ,"November 19, 2021",Talla perfecta y lindos colores,Fue una buena compra.solo que para un be é que comienza a gatear es un material poco flexible.
738,Nancinator,4.0,the United States ,"December 29, 2020",Nice but large,Nice jeans and good quality. My daughter is 3 and normally wears a 3t so that’s what I ordered. They are big for her though even with the adjustable waist. They are wider in the legs and longer that I expect. I had to cuff the ends for her
739,Rebecca,4.0,the United States ,"April 11, 2021","Great fit great material, great price!",So cute on my granddaughter and fit her perfect
740,Rach,4.0,the United States ,"October 3, 2020",Loose fit,The fit is just a little baggy but still cute!
741,penny cooper,4.0,the United States ,"October 29, 2020",Good value,"True size, good value for money"
742,Taylor,4.0,the United States ,"December 24, 2019",Not very skinny,"These were well priced, but not as skinny as I would have liked. They have a more relaxed fit. Will keep, because they are inexpensive and will get used."
743,Amazon Customer,5.0,the United States ,"November 29, 2022",Fit is perfect.,"I have such a hard time finding jeans for my 3 year old, she is tall and thin, so if I buy them to fit her waist then the legs are too short, and then if I buy to fit the length the waist is too large even when adjustable, the crotch is hanging way low and the butt is all bulky. These are the first pair that I have found that fit her both waist and length and she can take off and put on herself. Will be buying again for sure!"
744,JoAnn,5.0,the United States ,"December 10, 2022",Great quality!,Beautiful jeans for boys and girls… you can cinch waist size to fit.. wash great and up to toddler comfort
745,Ellen Langston,5.0,the United States ,"December 12, 2022",Great price.,I brought this item for my great-niece and it fit perfectly.
746,Lora,5.0,the United States ,"December 5, 2022",SO CUTE,Ordered these for my twin grandkids.  They fit perfect especially with the adjustable elastic inside waistband!
747,Savonneuse,5.0,the United States ,"November 22, 2022",Surprisingly nice,This pair fits my 16months daughter perfectly. I bought 12-18months. I was surprised by the quality. I thought I will get jeggins but these are actually jeans. I’m pleased
748,Daniela R,5.0,the United States ,"December 6, 2022",Perfectos por el precio,"Muy buena calidad y tela, muy buen fit."
749,S. Buchanan,5.0,the United States ,"November 11, 2022",Tiny jeans!,"Super cute little tiny jeans. Fit my toddler great. Lots of little neat pockets and features, like adjustable elastic inside the waistline, and a snap that looks like a button. Can't beat the quality for that price! Bought in all 3 colors."
750,Jordan Planck,5.0,the United States ,"October 31, 2022",Very long,I got these for my daughter who is 5 months.  It has an adjustable waistband which is so helpful but they are so long I have to fold them over otherwise her little feet are completely covered and then some.  There’s a good two inches below her feet.  But they’re good quality and I like the variety
751,Simply Mrs Riley,5.0,the United States ,"October 27, 2022",A little long for my daughter,I loved that these are real jeans and not jeggings. They run a little long in my opinion and could probably be used for girls or boys. I did get a smaller size because the waists are usually too big for my girl. Love the price point too! If you bought these through their website it’s about double. Save yourself some money!
752,Amazon Customer,5.0,the United States ,"November 6, 2022",Shipping extremely slow,Clothes are great however the estimated shipping date and actual shipping date are weeks apart. If you need by a specific date I would not recommend these. Disappointed in wait time especially since they were a gift.
