,Name,Star,Location,Date,Title,Review
624,Nancy Evans,2.0,the United States ,"July 1, 2020",Watch sizes,"I ordered Medium boys and the packaging said medium.  However, the label on the underwear said XL.  Good thing he is growing so I will keep them for the future.  He will probably be in high school before he can wear them."
625,Tararaa,2.0,the United States ,"December 31, 2019",Stinks,Sizing was a little off but the main issue was the smell. It took several washes with heavily scented laundry products to get rid of a strong odor that was emanating from these undergarments. Tag on packaging said “made in India”. Found same product in a store for slightly more money and was more satisfied.
626,Amazon Customer,3.0,the United States ,"June 24, 2022","Would be nice, but they get stretched out soon after putting on","The fabric feels really soft and nice at first, but soon after putting them on, they get stretched out and baggy. They run a little bigger than other Hanes stretch styles, and then end up huge with wear. Wedgie central. Won’t buy again."
627,Angie,3.0,the United States ,"June 9, 2022",They run small,Make sure you order a size BIGGER 😐 they are ONLY 5% spandex.. they don't stretch at all
628,Sheryl Sharp,3.0,the United States ,"March 25, 2022",Scratchy,I have one son that wears these without complaint and another son that won’t wear them a single day. He says they are scratchy. We have had lots of Hanes underwear over the years and these are not the favorite.
629,Suzy Q,3.0,the United States ,"May 15, 2022",Too small,Too small but couldn't return because they were shipped to the summer camp my son was at.
630,Sleek,3.0,the United States ,"May 10, 2022",Not for adult,The briefs run very small. I wear medium size. These briefs are for kids.
631,Kevin Holguín Reynoso,3.0,the United States ,"May 10, 2022",Too small,Medium is like small
632,Ryan,3.0,the United States ,"February 10, 2022",Carefull with sizes,My bouy is about 55 lbs and on the skinny side these are way to big if your kid is under 60 lbs I'd say to big
633,Lisbel,3.0,the United States ,"December 21, 2020",WAY TOO SMALL,"my husband wears a medium in all his underwear and it’s not our first time trying hanes they all work great. SIS WHEN I TELL YOU THIS MAN CAME OUT THE BATHROOM AND THE UNDERWEAR WOULDNT GO PAST HIS THIGHS I DIED AND CAME BACK. They looked like they fit our 6 year old son, it didn’t so what a shame smh! Anywho if you plan on buying this pantiessssss for jur mannnn i recommend sizing up bc it says breathable buy then your poor mans penis is going to be crammed like a genie in a bottle..."
634,Zody,3.0,the United States ,"October 15, 2021",Small was a good fit,"Got the small for my son who is 8, 9 in Dec and he is on the slim side 4'8.5 tall"
635,HEATHER M WOCHNICK,3.0,the United States ,"July 23, 2021",Not as soft as needed,Son says they are scratchy and not soft.
636,Moises Palma Plua,4.0,the United States ,"September 2, 2022",Exelente producto,De acuerdo a la talla solicitada.
637,Ellen,4.0,the United States ,"September 7, 2022",Great comfort!,Great value
638,Amazon Customer,4.0,the United States ,"August 4, 2022",Run a little small,Material has comfort but if a large is needed may need to order a x-large.  The items seem to run a bit smaller than expected.
639,Amazon Customer,4.0,the United States ,"August 12, 2022",Bama Mama,Have purchased this item before
640,RASON THUBERI,4.0,the United States ,"July 27, 2022",nice,nice
641,Narie,4.0,the United States ,"June 17, 2022","They are worth the price, not a bad fit.",They are okay
642,Happy234,4.0,the United States ,"July 5, 2019",Inaccurate size chart,"I ordered my 5 year old a pack of the small and 2 packs of the medium based on the size chart provided by amazon. The small were way to small. The mediums were a much better fit. I attached the actual size chart from the back of the package. My son is big for his age(wears size 7/8) so I would have assumed the small would have fit, but they did not. The texture of the fabric is nice and easy to move in"
643,Ny,4.0,the United States ,"February 21, 2021",Honestly I would buy again.,"Like everyone has stated the sizing is definitely off. My 6 year old is a little bigger but he isn't supposed to fit in a 10-12(medium) lolWhen I first took them out, I thought they were going to be way too big for him but once he put them on, they actually fit great.He's a 7/8 in pants. Almost 70 pounds and tall"
644,Blackwiddah,4.0,the United States ,"July 18, 2020",Good Value,"Hanes makes great mens and boys underwear.  I have a son and a grandson who are both very tough on their drawers.  And I have always bought them Hanes.  They just last, wash after wash.  Especially the elastic, which is usually the first thing to go.  They are also tagless, ( my grandson hates tags )  and the new breathable mesh is great for the humid New England summers and fall.  They don't stretch out of shape either.  Highly recommend."
645,Lluvia Magras,4.0,the United States ,"April 25, 2020",Great Quality,"My son is 9 turning 10 in a few months weights 90 lbs. Normally he is a Medium. He was super happy when he put them on they were very comfortable , soft and definitely breathable. My only reason for. 4 stars is because I ordered what I thought were the colors in the post instead we got the other set of colors grey, bright green , black ect. We loved the colors but we should be getting exactly what we ordered or let us know before it ships. Overall  great quality 👍🏼"
646,Loves iPads,5.0,the United States ,"December 10, 2022",COMFORTABLE for picky kid,These are VERY comfortable for a kid who is picky about the comfort of underwear. RECOMMEND!
647,Lindaspy,5.0,the United States ,"December 1, 2022",No more crack problems :),Grandson loved them ..much better than briefs
648,latoya gordon,5.0,the United States ,"November 9, 2022",I am thankful everything works out wonderful,The where comfortable
649,Susie Jo,5.0,the United States ,"October 17, 2022",My son’s favorite!,My son loves these and says they’re the best undies ever. I bought two packs for him and got a variety of colors.
650,jessica huff,5.0,the United States ,"October 13, 2022",Best,"My son is on the spectrum, these are the ONLY underwear he will wear."
651,Tammy Schwendeman,5.0,the United States ,"October 17, 2022",Comfortable underwear,The comfort and the fit
652,BernPam,5.0,the United States ,"September 30, 2022",Very nice,I wear these almost every day. The cloth isn't super soft but then again I don't want a fur coat as my underwear. They stretch around my butt perfectly.
653,Marco Gonzalez,5.0,the United States ,"September 27, 2022",Happy 12-year-old son!,"My 12-year-old son was happy with these boxer briefs. He plays flag football, so he likes the ones that stretch. He told me, ""Thanks, Dad ...you picked the right ones."" Mission accomplished."
654,Paul Singh,5.0,the United States ,"September 28, 2022",Lovely underwear,Great fit and does not stretch at the legs when worn. Keeps a nice tight fit
655,Twal,5.0,the United States ,"August 17, 2022",Los mejores,"La marca y tela preferida de mis niños.  He probado  con otros modelos y solo quieren éstos.  Super cómodos y la tela deja respirar la piel, no se deforman  con los lavados ni con la secadora. Deberían  agregar más colores, ya que hace años que los compro y los colores en el pack son siempre los mismos."
656,Matt Baldwin,1.0,the United States ,"October 12, 2022",The sizing is listed wrong on here,Although listed as a size 5-7youth shoe size these socks are a child 10-3youth.
657,Amanda W.,1.0,the United States ,"May 21, 2022",Did not get the size I purchased,"I ordered the size advertised for 5Y to 7Y shoe size. The product delivered had that sticker on the outside, but the actual label was for a much smaller foot. I will keep them and give them to my granddaughter, but they definitely do not fit my size 5.5Y daughter's foot."
658,Chris Kaniecki,1.0,the United States ,"August 23, 2022",Wrong size listed,These would fit more like an XS-SM than a medium. Otherwise they’re good quality
659,Grayson,1.0,the United States ,"May 5, 2022",These are way to small,I ordered this same size before and they fit me perfect these are a toddler size and cannot physically fit into them any chance i can be refunded or sent a new pair
660,Amazon Customer,1.0,the United States ,"May 6, 2022","NOT size 5Y to 7Y, they are 2Y-4Y, a waste of time l.","No stretch because they a not sized correctly, do not waste your time these are x small suited for a toddler 2-4 NOT 5-7"
661,michael,1.0,the United States ,"June 8, 2022",Worst purchase ever,Sent they wrong size 4 times. I give up. Going to buy them from footlocker instead.
662,Jerry & Jaclyn,1.0,the United States ,"June 30, 2022",Small,Didn’t fit a 12 year old girl
663,Rylea,1.0,the United States ,"January 19, 2022",Received the wrong size twice.,"I ordered the youth 5Y-7Y and received a different size. Returned them and ordered again. And again, received the wrong size. Super annoying."
664,Jennifer,1.0,the United States ,"January 13, 2022",Not the size listed! These are NOT 5Y-7Y.,Will be returning. Listen to the other reviewers- these are NOT 5Y-7Y! They are 10C-3Y.
665,Family Shopper,1.0,the United States ,"October 20, 2020",Disappointing!,"On second wearing, a hole appeared in one of the socks.  Not up to Nike's previous standards!"
666,Rachel Brunson,2.0,the United States ,"November 30, 2022",Too small,These are fine. Thin & not 5Y to 7Y.
667,Steve,2.0,the United States ,"July 25, 2017",Run real small,We bought these for our son they are way small and even shrunk after we washed them.
668,Elva,3.0,the United States ,"November 9, 2022",These are not 5Y-7Y Big Kids sizes,These socks are for 5-7 YEAR OLDS LOL
669,Kristen,3.0,the United States ,"September 13, 2022",Not crew socks,Nice socks but not crew socks
670,⚡️🐆Evellyn 🐆⚡️,3.0,the United States ,"June 24, 2022",small,they run super small
671,Brook W,3.0,the United States ,"April 19, 2022",Sheer,Good socks but on the thin sode
672,FlyDiver,3.0,the United States ,"November 12, 2015","Size is smaller than other, similar, Nike socks.",Have order the same size before but this time the socks were slightly smaller.
673,Brandon B.,3.0,the United States ,"December 14, 2015",Three Stars,They are socks. They do their jobs well.
674,Amazon Customer,3.0,the United States ,"September 2, 2016",Three Stars,kinda small
675,Michelle Campbell Gilmartin,4.0,the United States ,"January 17, 2017",Good socks but might run big...,"These are very nice socks. I bought this same size last time and they fit my son fine.  This time however, a year later, he is up a shoe size, and they are too big on him!  He loves the socks so we are sticking with them but something to note."
676,Steve,4.0,the United States ,"February 10, 2019",You get what you pay for,"Good quality, good fit"
677,MissyMe,4.0,the United States ,"December 27, 2015",Nice socks,These are nice socks but not the exact socks that my son wanted so i had to return the.  He is kinda picky.
678,connie,4.0,the United States ,"January 3, 2017",Four Stars,they fit fine
679,danao,4.0,the United States ,"August 4, 2016",Four Stars,nike socks always work well
680,Amazon Customer,4.0,the United States ,"July 22, 2016",Four Stars,Soft and sturdy
681,Luis A. Rojas MacHado,4.0,the United States ,"August 6, 2015",Four Stars,As expected a good item for school and sports.....
682,A. Krauss,4.0,the United States ,"July 5, 2016",Four Stars,ok
683,No name,4.0,the United States ,"September 13, 2015",Four Stars,narrow in calf
684,Yelianny Soto,4.0,the United States ,"January 27, 2022",Nike which sucks,"Good quality, soft, long and shipped"
685,linda shultz,5.0,the United States ,"November 15, 2022",Fit was good,Like
686,Ana Ponce,5.0,the United States ,"March 23, 2022",They’re fine.,Normal socks nothing to complain about other then they don’t have much stretch and for very snug
687,Siggy,5.0,the United States ,"December 14, 2021",Highly recommend.,These socks keep me warm. I prefer these over compression socks!
688,Joe Perry,5.0,the United States ,"September 11, 2021","Socks, all growing young men need.",My son loves them.
689,Susan Richardson,5.0,the United States ,"November 16, 2013",Atlanta kids love these socks to wear with their uniforms.,"These are the socks of choice for private school Atlanta for both boys and girls (personally, I think these crew socks look a little dorky with their uniforms). I had trouble finding them small enough for my 13 year old daughter with skinny size 6 feet). These worked perfectly for her. She says they fit perfect and are comfy. They also wash up well."
690,Shannon Ollenberger,5.0,the United States ,"September 23, 2015",These are the best socks I have ever bought for my son,These are the best socks I have ever bought for my son. I thought they were a little expensive but now I truly understand you get what you pay for. They haven't stretched out. They are really nice socks
691,Tracy Sundberg,5.0,the United States ,"November 24, 2012","My son's favorite socks, now...","After he outgrew the colorful socks I used to put him in, he found these at an expensive department store. He loved them. I was very glad to see them for such a good value on Amazon. I will buy more in the future, I am sure!"
692,Ms Leo,5.0,the United States ,"November 14, 2014","cute socks made of a great quality, long lasting","cute socks made of a great quality, long lasting,  nice padded heels. Bit on the tight side but that's normal from my experience with Nike athletic socks if you buy these you will not be disappointed"
693,Carol L. Kwan,5.0,the United States ,"October 21, 2012",They work for women too,I'd been looking for women's cotton crew socks to wear with my hiking boots.  These are a cotton blend and they work great - not too bulky and very comfortable.
694,RJB,5.0,the United States ,"December 7, 2014",My son wears a size 7 boys shoe and these ...,My son wears a size 7 boys shoe and these fit perfectly. I wear a size 7 women's shoe and they fit me also.
695,suni,1.0,the United States ,"November 30, 2022",Thin rain coat,"THIN, rain coat."
696,Wim Verkaik,1.0,the United States ,"September 2, 2022",be aware - this is for a child,"Misleading order information. This came up when I searched for a MEN's rain jacket.  No clue in description, but small print says boy's jacketSo have to return and find something locally."
697,S R.,1.0,the United States ,"August 13, 2022",Thin and Cheap,"For my son, got it to serve as an outer layer windbreaker. Offers zero warmth, basically slightly more stylish, but not more effective, than a rain poncho from the dollar store."
698,J R,1.0,the United States ,"August 21, 2022",This is a youth jacket,I’m not sure why this jacket pops up when specifically searching “mens rain jacket.”
699,Thomas welker,1.0,the United States ,"August 8, 2022",not good,not good
700,Tiona,1.0,the United States ,"November 11, 2021",Way too thin.,"Not happy about this purchase. This jacket is waaaaaay too thin. Like paper thin. Even with a hoodie underneath, no warmth at all"
701,RJT,1.0,the United States ,"October 31, 2020",Thin Junk!!,This is super thin junk. They slap a Columbia logo on it and sell it for a premium. I sent it back because it was soooo bad.
702,09iiga,1.0,the United States ,"December 13, 2019",dont call it a jacket,"this is not a Jacket, its a rain poncho made to look like a jacket.  no lining, very thin plastic bag like material.  very disappointed with Columbia for calling this a Jacket."
703,Jenni,1.0,the United States ,"November 28, 2020",..,Not buying again
704,elizabeth99,1.0,the United States ,"April 12, 2016",Disappointed,This jacket doesn't feel like it is worth $30. It looks better in the photo. We'll see if it is water resistant at least. It runs small. Disappointed.
705,KCROB,2.0,the United States ,"August 28, 2022",Zipper fell off,"This was a nice lightweight rain jacket. My some wore it maybe 3or 4 times, more as a wind breaker than for rain.  Then the zipper fell off, and now it is useless because it can not zip."
706,Shannon Walker,2.0,the United States ,"May 17, 2022",Not good in cold rainy weather,I bought this for my son to wear during a day at outdoor school. He said it wasn’t warm and he got soaked by the heavy rain.  The material is very noisy.
707,Sarah,2.0,the United States ,"March 20, 2020",No lining.,"My son needed a thin raincoat b/c we live in Hawaii. It’s hot even when it’s raining, I just need him not to get wet. Also, he wouldn’t be wearing it for an extended period of time. I needed thin, not cheap. This coat has zero lining. Usually there’s at least a net like material lining inside thin raincoats. So if your kiddo doesn’t mind the feeling of a hefty bag directly on his/her skin, then this is the raincoat for him/her."
708,Amazon Customer,2.0,the United States ,"February 8, 2020",At first glance,"I thought it was a trash bag! Tried it on. It’s ok  fabric is horrible it won’t keep u warm it’s so thin, but It is water proof.  so not worth the 26$ And the reviews 👎🏼"
709,Maria,2.0,the United States ,"April 26, 2018",The product fit fine. The quality was poor,The product fit fine. The quality was poor.  I thought it was lined like most rain jackets. This jacket is more like a poncho. Real thin waterproof material. If my son didn’t need it for our trip I’d return it. Not worth the money I paid.
710,Nicole Ago,2.0,the United States ,"May 1, 2018",Thin and no liner,Its cheaper than any other Columbia items... not good quality
711,Patty,2.0,the United States ,"April 2, 2018",Two Stars,Much smaller than size stated.
712,Amazon Customer,2.0,the United States ,"August 14, 2016",Two Stars,"Was smaller than expected, and tight in the shoulder and elbow regions."
713,TPG873,3.0,the United States ,"September 24, 2022","Really thin for price, not netting or barrier","Got this for my 7 yr old (size large), hes 65lbs, 4 ft 1 and it's pretty big on him but doable. Got it to last 2 years anyway. The material is super, super thin, and there is no lining...not even a netting layer. Just windbreaker material on skin. For the price of $30, this is NOT worth it."
714,Santa,3.0,the United States ,"October 22, 2022",Zipper kept getting caught on over lay.,Material & style were great but grandson had problem zipping the jacket up over lay was to narrow.
715,Trex,3.0,the United States ,"August 15, 2022",My jacket came used.,This product is fine and I will keep it but it came with no tags and was washed with a strong detergent. I re-washed it 3 times to try and get the smell out. I’m keeping it as it fits and serves its purpose for my kid. But I was disappointed that it was sent to me used without my knowledge.
716,"Kathy in Decatur, GA",3.0,the United States ,"April 18, 2022",Thinner than I expected,"This jacket was purchased to be a rain jacket for school. Given the brand and price, I expected a higher quality. It is very thin and will not be as helpful in the rain as I hoped. It seems like it is more like a wind breaker. Disappointed."
717,Amanda,3.0,the United States ,"March 24, 2022",There is NO liner in this coat! It's just the plastic feeling outside. Not worth the money I paid.,I hate that there is no liner. To expensive for the amount of material that it's made from
718,Nicole,3.0,the United States ,"October 18, 2021",Too Thin,"I suppose if all you wanted was a rain jacket, this would be fine. It looks nice but boy there better be no amount of wind or breeze outside because this is super thin. Too much ($29) for just a shell I think, but I didnt bother to return it."
719,Joseph Gust,3.0,the United States ,"December 30, 2020",Not very happy.,"Not very happy. When I read the reviews I thought large would be a good size for my nephews. Turns out it just fits. It looks snug by their armpits. I was disappointed. One just fits it, my other nephew it’s to tight. If he keeps it unzipped it’s ok.They are 12 and 11 years old."
720,Miss Benson,3.0,the United States ,"May 30, 2021",Super duper thin no lining,I should have read the reviews cause it’s very very very thin
721,Neilee,3.0,the United States ,"June 19, 2019",Used Jacket,1. This coat is used. See photo. It had no tags on it and obviously belonged to another child previously. I’m not opposed to used clothing but I was expecting new. Also I think the price should reflect the used condition.2. The coat itself is exactly what I was looking for. It’s lightweight and seems like it will be a good coat for summer rains.
722,emilyb,3.0,the United States ,"May 22, 2019","Nice, but I didn’t realize how thin it was.","Just an FYI: this is thin and has no inside fabric lining. Just wish it had something like that so my son doesn’t have to wear so many layers. Otherwise, it fits as expected and looks nice."
723,SalesTaxAccountant,4.0,the United States ,"December 23, 2019",Nice lightweight raincoat,"My son is particular about his jacket fit, and this is not his favorite, but it works and keeps him dry. It is slim fit, so he can’t wear it over his Sherpa lined hoody, but could be worn over a thinner sweatshirt."
724,J. Joseph,4.0,the United States ,"March 25, 2017",great product.,"Bought this for my 12 year old's camping trip when rain was in the forecast. I bought him a large since he's about 5'1"" and 95 pounds and likes to wear baggy things. The large was almost small on him but luckily he was ok with it. It kept the water out on his hikes in the rain. It's very thin so if you're expecting cold weather you need to pack layers to go under. I would've bought an XL had I known the size would be a bit small. Otherwise, great product."
725,Amazon Customer,4.0,the United States ,"October 29, 2019",Exactly what I expected,"I only disliked that it took a while to get to me. My first delivery got lost. Other than that, the jacket was exactly what I was expecting. My son is 7 and big for his age. The Large was perfect...room to grow and room for layers."
726,SH,4.0,the United States ,"May 2, 2017",Nice Waterproof Jacket but Runs Small and Narrow,"The quality of this jacket is good. However, it runs small and narrow. My son is 11 years old, average height, slim build and typically wears size 10-12. The Large Youth is a perfect fit today but will not last long, and would have no room for many layers underneath. An XL would have been a better fit for him. Hope this helps others."
727,Prabhu,4.0,the United States ,"February 7, 2020",Good waterproof protection,Runs a little tight for the standard size but otherwise very comfortable and good waterproof protection
728,Amazon Customer,4.0,the United States ,"December 18, 2019",nice,"A little thinner than I thought, like a wind coat, but in general good product"
729,Fun Stuff!,4.0,the United States ,"September 16, 2017",Fits good and seems water repellent,Needed a rain jacket for 14 year old boy. Fits well and is as I expected it to be. Not a heavy jacket. Very light weight. Fits good and seems water repellent. He can use it as a windbreakermandnrainjacket. Shipped out and received very quickly.
730,Amazon Customer,4.0,the United States ,"August 24, 2017",A Get-By Raincoat,I expected it to be thin from the other reviews but it will fit nicely over winter clothes and coat in the rain.  Ordered up one size since reviews said it ran small so it is a little large but will suffice.
731,May's,4.0,the United States ,"October 21, 2018",Is light and feels a little cheep but works perfectly for my needs.,"The jacket is great and works for needs, could be better but you get what you pay for. It does help you stay warm a little bit which is not advertised."
732,Amazon Customer,4.0,the United States ,"May 11, 2018",My 13 year old likes this rain jacket. I ...,My 13 year old likes this rain jacket.  I purchased it a little big so that he can wear a sweater under it.  It keeps him dry and warm against the wind.
733,Audrey F.,5.0,the United States ,"November 7, 2022",Nice - lightweight jacket!!,Nice jacket - it can be folded and slipped into a book bag for school.  Does the job!  Nice jacket.
734,Lisa E. Everson,5.0,the United States ,"October 31, 2022",Fit like it said,The coat is flattering fits as it says.  Very impressed with it fitting my small frame
735,Sarah Gudmunson ,5.0,the United States ,"October 28, 2022",Works well,Works great for rainy Maui days.
736,Kate Gll,5.0,the United States ,"October 5, 2022","Great fit, easy to zipper and comfortable","Bought this for a six year old. Fits well, lightweight, water resistant and the zipper is very easy which was really important."
737,Nicole Bye,5.0,the United States ,"October 5, 2022",Good quality rain jacket.,"Very good quality rain jacket. Lightweight, easy to pack."
738,Jody,5.0,the United States ,"October 1, 2022",No complains,Fits perfectly. Nicely made.
739,DY,5.0,the United States ,"June 29, 2022",Perfect for a rainy day,These are but and perfect for a rainy day. Love them. Good quality. Just the right fit.
740,Johnathon Browon,5.0,the United States ,"July 24, 2022",Keeps you dry.,Worked as intended.
741,Liz,5.0,the United States ,"August 13, 2020",Great Quality Raincoat at an Amazing Price!,"I purchased this for my 10 year old for this fall/spring going to/from school.  The Large is a little big on him, but he runs small (12% on height and weight charts) and it gives him plenty of room to grow.  The quality is great and feels sturdy without being rubbery.  We have not yet had a chance to test out the waterproofing, but being a good brand that I trust, I imagine that won't be an issue.  It is a thin jacket.  I don't think it will provide much warmth other than keeping him dry and blocking the wind, but it will be perfect over a sweatshirt for the cooler days.  I liked it so much that I returned the ""cutesy"" raincoat I bought my 4 year old and bought a second one of these in a size Small for him!"
742,Nurse Mom,5.0,the United States ,"August 20, 2021","Easy to pack, light weight, not too hot","I bought a size up since my child is in between a M & L. Nice waterproof fabric without the rubbery feel of cheaper raincoats, making it less hot to wear during the warmer seasons.  Compacts well taking little space. Stitching and seams are good quality. Hood fits well without being too short as some can be. Brim on hood is helpful. Would recommend. This is our second purchase of this style Columbia jacket, as we needed to size up from a year ago."
743,RAlbright,1.0,the United States ,"November 6, 2022",Size guide is wrong,The size guide says that an XS is a 6-7.  So I ordered that and it is actually a 4.  Had to return.
744,maria guardado,1.0,the United States ,"December 27, 2021","Said it was medium, but is more like XS","Too small, it said was medium but is more like XS"
745,K. Cross,1.0,the United States ,"December 10, 2019",Not a good for unless you’re an elephant,They didn’t fit right. Big in knees and too wide in ankles. I feel like an elephant in them
746,Amy,1.0,the United States ,"February 4, 2020",Bad,They suck they are hardly whit more of a ugly yellow and not good
747,Jeanine Mitrano,1.0,the United States ,"October 25, 2019",Item falsely advertised,Wow men’s large??? Absolutely notMore like a child’s smallUgh so disappointed!! Will be returning
748,Melange,1.0,Germany ,"February 21, 2022",,Genau auf die Größen Angaben achten super klein …Retoure ist nicht kosten frei !
749,alexandra apostolescu,1.0,France ,"July 7, 2022",,"Après lavage de ce pantalon taille M pour hommes, il s'est tellement rétréci que ma fille qui fait la taille 34 n'a pas pu l'enfiler"
750,Client d'Amazon,1.0,France ,"August 10, 2022",,Taille Mega petit
751,Dave,1.0,the United Kingdom ,"November 17, 2021",,So now I’ve a pair of joggers that’s pointless to me coz I’ve opened them to find they won’t fit one leg
752,Elza,1.0,Germany ,"January 24, 2022",,"The media could not be loaded.
                



 164 zamowilam a wyglada ma 140"
753,Barbara Arbogast,2.0,the United States ,"July 15, 2020",But one size up due to shrinking,Shrink after a few washes even though washing directions were followed
754,gazzozz,2.0,France ,"December 10, 2020",,"j ai acheté ce produit (25 eur)mais la taille n'était pas bonne . Je pensais que le retour allait être facile .Or d'une part il a fallu que j'attende 48 h que le vendeur ""approuve ""ce retour puis que je l'expédie à Naples par la poste (12eur 50 )!!!!Je mets 2 étoiles car le produit était correct mais je déconseille à cause de la politique de retour très décevante !!!!!"
755,Gela  Schimanski,2.0,Germany ,"December 17, 2021",,"Die Hose is viel zu klein für meinen Sohn, hat überhaupt nichts mit größe s zutun, schade..."
756,Bray,2.0,France ,"December 17, 2021",,Xs ne correspond pas on dirait du 8 ans
757,Nico R.,2.0,Germany ,"January 19, 2022",,Ne
758,Carole,2.0,France ,"March 27, 2021",,Il est trop petit
759,Chrisie Warren ,3.0,the United States ,"November 12, 2019",Size chart.,I guess a size chart would be too much to ask for.
760,Hexe 44,3.0,Germany ,"October 8, 2022",,Hatte diese Hose für meinen 16 jährigen gekauft. Nun trägt sie meine 9 jährige.
761,Amazon Kunde,3.0,Germany ,"February 4, 2022",,vllt unser fehler aber die groesse haut absolut nicht hin wir sind von normaler S ausgegangen nun steht fest sie passt meinem 6 jaehrigen neffen und auch ihm nur gerade noch so
762,NA,3.0,Germany ,"December 29, 2021",,War zu klein
763,Thuy,3.0,Germany ,"May 29, 2021",,"Leider ist diese Hose viel zu klein. Größe S hier entspricht hier ca Größe 128... Ich wollte sie für mich kaufen. Aber habe sie meiner Tochter gegeben. Ansonsten hätte ich sie zurück schicken müssen. Schade,  denn der Stoff ist schön dick und weich. Die Form ist schmal geschnitten"
764,René Maschke,3.0,Germany ,"September 12, 2020",,Produkt ist okay
765,Boymom3,4.0,the United States ,"December 9, 2019",Sizes run small,Love how thick these are but sizing runs a bit small. I bought these for my oldest son but they ended up fitting my middle son so we kept them.
766,Amazon Customer,4.0,the United States ,"December 16, 2019","Soft, good quality, off-white","Perfectly sized. Very soft. High quality. Not a crisp white...a bit yellowish or off-white. I bought the hoodie, and it's the same high quality, super soft, but off-white."
767,OCG#,4.0,the United States ,"October 30, 2019",Nice feel and construction,Shipped on time. Nice feel on fit. My second purchase of item.
768,bernadette dougherty,4.0,the United States ,"October 2, 2019",Careful!!!,"Good but be careful these are boys, not mens."
769,Quakerboy,4.0,the United States ,"December 29, 2019",As advertised,As advertised
770,HOLLY,4.0,the United Kingdom ,"November 19, 2022",,Come out slightly small.
771,Amazon Customer,4.0,Germany ,"December 1, 2022",,Schöne Hose leider zu klein
772,Laura ,4.0,Italy ,"January 22, 2022",,Prodotto rispondente a quanto ordinati.  Vestibilità giusta
773,Huylebroeck,4.0,France ,"May 21, 2021",,Bien
774,Hanne,4.0,Germany ,"June 2, 2021",,"Hose ist super , bin gut zufrieden"
775,Jill,5.0,the United States ,"January 20, 2022",Great quality and perfect fit,"My son is almost 14, weighs right at 100lbs, 5’4-5’5, tall and very slender. YXL is perfect fit with a big of room for growth. I have washed and dried a few times and they still look brand new! Beats going into a store to purchase"
776,Abby,5.0,the United States ,"November 6, 2019",Perfect,"So glad I ordered these! It was hard to decide on a size without size chart but I bought them for myself, a 5'1"" 108 lbs size 2 lady, in size boys' large. Not too long. Nike symbol is sown tightly and is a good size, which I'm happy about! They are warm and thick and will be great for winter. Stitching is straight with no loose strings. All in all I'm delighted!"
777,Sondra,5.0,the United States ,"October 18, 2019",Perfecto!,"Shipping was timely, packaging was good. Product came as described. Sizing was on point for a xl. My son is 10yrs old and a little thick and these fit him perfect. The product is as good as something I would buy in the store. I give these 5 stars and would suggest anyone looking for youth boys Nike sweatpants, these are a go!If this review helped please click the “this helped thumb” thanks!"
778,Alex Stachowiak,5.0,the United States ,"October 20, 2021",i love them,I love these pants :)
779,Sarah Weaver,5.0,the United States ,"January 11, 2020",Warm and high quality!,These are great quality fleece lined sweatpants.  We live in Minnesota and our son wears these to school in the winter. He is a very tall and skinny almost 7 year old. He wears 6 in slim fitting pants/jeans.  We ordered him XS and they fit great in the waist and length.
780,Ashley D.,5.0,the United States ,"January 14, 2021",Warm & comfy,My boys loved this jogger fit. They said it’s warm and comfy.
781,Jennifer Danyelle,5.0,the United States ,"January 28, 2020",Just what we wanted!,"My son LOVES these.  It’s been four months, and they are just as good as new— he has worn them A LOT!  Super comfy fit. Worth the money!"
782,Amazon Customer,5.0,the United States ,"December 20, 2020",Comfy and warm!,This is very comfy and warm! I recommend this product
783,Sommer,5.0,the United States ,"November 25, 2019",Great joggers!,My son loves these. He’s in 6th grade. He has a very small and skinny framed body. These joggers are comfortable and stylish!
784,Amazon Customer,5.0,the United States ,"December 7, 2019",Great fit. Great warmth.,Living in a colder climate these are warm without being to heavy. They fit as expected. Hope to find more like this.
785,Gerald Moore,1.0,the United States ,"November 8, 2021",I did not receive the jacket with the outfit.,"I received the two outfits but not the jacket that was supposed to be with one of them, so how are we going to get this taken care of please."
786,Tiffany Webb,1.0,the United States ,"February 26, 2018",The zipper broke on the fleece. The pants don’t ...,The zipper broke on the fleece. The pants don’t fit my son well but the long sleeve shirt is soft and very thick and warm.
787,C&H,1.0,the United States ,"November 16, 2018",Not as shown,"The jacket was not red as shown, it was pink! My grandson won't wear it"
788,Disappointed customer ,1.0,the United States ,"November 9, 2018",Not true to size,Runs small
789,Paulina,1.0,Mexico ,"December 29, 2021",,Todo me llegó en diferentes proporciones aun siendo todo el tamaño que pedí igual. Todo era 4T y el pantalón decía 4T y parecía de 6T
790,neelam badruddin,2.0,the United States ,"October 26, 2021",Wrong information,Like the item but really frustrating since the jacket is not fleece and in description and title both said its fleece very misleading this is the second carters item with misleading information and product not happy im not going to buy again
791,Amber ,2.0,the United States ,"February 6, 2018",Too Big. Made for a fat kid.,The entire outfit is cute but if your son is skinny and tall the pants will not fit. They are wide cut in the waist and truly made for a fat kid. My son can't even use or wear the pants because they won't stay up. The drawstrings are fake and just for style not real use. The shirt is cute and the fleece pullover. Alot of money for an outfit that isn't 100% functional.
